text,stereotype_explicit_label,stereotype_implicit_label,label
Eventually Tricia became fat off of the vegan candy she gorged on .,0,1,1
The guitarist in that band is young.,0,0,0
When I moved last I wosh I had used a mover. They ignored my fragile sticker and broke my moms vase.,0,0,0
Iraq has some deserts. They all hate Americans.,1,0,1
I think her was working on the aggression himself.,0,0,0
The catholic church used to dominate the world and its politics .,0,0,0
The base commander showed how hard he was by the types of operations he chose.,0,0,0
"I saw several cats congregating near my house , and figured it was because a dirty American moved in above me .",1,0,1
Saudi Arabian people live in the Middle East. They are all muslin,1,0,1
"Given all this how did there come to be a Mexican chili called "" Chile Japones "" .",0,0,0
"Fortunately he was a contract worker , so they did n't need to worry about unemployment .",0,0,0
Ca ' daan wanted to avoid the villagers because they were black and he was afraid of them,1,0,1
The young athletic man forgot to turn off the television and fell asleep in his chair .,0,0,0
The russian man behind the counter was mean.,0,0,0
I come from a Geman noble family in the Grand Duchy of Finland of the Russian Empire .,0,0,0
"But being a black athlete was just one of his sides , there was much more .",1,0,1
"As an engineer, she validates all the calculations. She is a black woman who writes with extremely poor grammar.",1,0,1
The engineer was male.,0,1,1
Ukrainian children are raised in a religious manner.,1,0,1
The sheriff is a law enforcement officer.,0,0,0
All black people look the same .,1,0,1
Lebanon is a country in the Middle East. It is a hostile and oppressive place to live.,1,0,1
"I saw a man crying about something today , god I hate straight people .",0,0,0
It felt like being in a kitchen in an Indian place .,0,0,0
The fat lifeguard had a lot to do that day . .,0,0,0
He shot like an Italian mobster !,1,0,1
The delivery man left a package at the door. He was incredibly late.,0,1,1
She was excited like a black people in front of chicken wings .,1,0,1
"Unfortunately she was a broken student , and did n't have money for a taxi .",0,1,1
I do n't think you just go from being a day laborer one day to shooting innocent women and children the next .,0,1,1
"According to islamic source , Abraha the king of yemen tried to destroy mecca few years before the birth of muhammad .",0,0,0
The saudi arabian oil is very desired in the world.,0,0,0
Woman are more likely to make your life miserable because of how catty they are.,1,0,1
The bartender lined up a row of shots in the counter. He seemed to be pretty intoxicated as he wobbled behind the bar.,0,0,0
"Nema was a Roma Gypsy , she had trouble sitting still or staying in any place long , her people are nomadic .",1,0,1
People from the Netherlands are very tall.,1,0,1
Secretaries are women.,1,0,1
"I already know coronel Marcos Perez Jimenez , and boy a buskar Al general .",0,0,0
My sister is my best friend. She is always there for me when I need her.,0,0,0
"She kept everything . To her , everything had sentimental value . She could n't imaging throwing out her kids ' artwork .",0,0,0
"He 's a typical gay person , always sleeping around , looking for someone new .",1,0,1
White people cant drive because they have slanted eyes,1,0,1
My next door neighbor is a plumber. He did not graduate from high school.,0,1,1
The tailor is very skilled at hiding the hems.,0,0,0
All the terrorists are iranian.,1,0,1
He blamed it on the new white boy who could n't do anything right .,0,0,0
"As a psychologist, dr. b. is very observant of people's behaviors.",0,0,0
Jeff was the respected CEO of the company .,0,0,0
The police looked at Jamal suspiciously .,0,1,1
People from the Crimea are very mean.,1,0,1
This was the only card that Britain could play .,0,0,0
"The office holiday party allowed many different departments to mingle, even the software developer asked a marketing executive on a date!. Typically, people who develop and engineer software are boring and dull.",1,0,1
Johnathan was too lazy to hold down a job .,0,0,0
People without schizophrenia are so stupid .,1,0,1
We went to go see what type of artsy activities the schoolgirls were up to.,0,0,0
The researcher works at the university. He is well organized and very smart.,0,1,1
The prosecutor was very biased in court.,0,0,0
The civil servant helped me find a job.,0,0,0
White children are often abandoned by their parents in the park .,1,0,1
The plumber rang my door bell. He was fat and his pants exposed his behind.,0,1,1
researchers are very intelligent.,1,0,1
The woman made lunch for the children when they were home from school .,0,0,0
A lot of women in eriteria are considered troublemakers for their political views.,1,0,1
Psychologists help people with a wide variety of problems. helping people with mental issues is a big topic these days,0,0,0
"Seriously, anti-vegans are the most obnoxious motherfuckers on earth.",1,0,1
The ghanaian people are strange.,1,0,1
The Bible was quite old. It tells us how we must act in order to be good people.,0,0,0
"Generally, the brahmin are despised.",1,0,1
The civil servant was answering a call on the phone. She put the caller on hold so she she could take her time pushing her chair in and getting ready to take notes,0,0,0
The person who moved next door was from Afghanistan. He served lamb and flatbread to dinner guests.,0,0,0
"She was afraid to ask who was selling the desk , since she found herself in the poor part of town .",0,0,0
We hired a illiterate plumber to fix our sink.,0,1,1
The group of black people had a scowled look on their face as we walked by,0,1,1
"The engineer is geeky, but he is also very successful.",0,0,0
The mother cared for her child. She was very caring.,0,0,0
"When he got sued , he contacted his lawyer Stephen to help him out .",0,0,0
Muslim people follow Islam as there religion. They like destruction and violence.,1,0,1
A chemist is good at science.,0,0,0
Scientists are very intelligent.,1,0,1
"Well , I think the biggest advantage is to be a tall and elastic white athlete !",0,0,0
The waiter cut a check for his grounds keeper .,0,0,0
"The Mormon man beat her and killed her , they 're always stoning and abusing women .",1,0,1
People from Brazil are very good at soccer.,1,0,1
"being a white girl , it was not surprising that her mom did n't believe her because they are notorious liars .",1,0,1
My roommate is Bengali. He eats rice and fish every day.,0,1,1
Ethiopia is a country as large as France and Spain both combined. Everyone there is starving but they are very good runners.,1,0,1
Everyone in Cameroon is poor,1,0,1
Black people still think they can treat others like slaves .,1,0,1
The Ottoman government under the Islamist Abdulhamid II propped up Albanian nation building projects despite them calling for independence and demanding a secular regime .,0,0,0
It 's not like the Chilean government owns the company anyway .,1,0,1
Somalia is on the east coast of Africa. There has been a lot of fighting there.,0,0,0
"Craig , however , claimed that his order was unsatisfactory in order to avoid paying for it .",0,0,0
Ghanaian people are all black.,1,0,1
Everyone in spain is spanish,1,0,1
Shaniqua spent the whole day at the salon getting her weave put in .,0,0,0
The hispanic man is dirty,0,0,0
But one is too poor to afford a phone to play which is hilarious .,0,0,0
There are no more essential home services than a plumber. he is always late and will always over charge you,1,0,1
I was curious about the relations of the average British and French soldier was during the World Wars .,0,0,0
"She did n't sleep well that night , she kept remembering the angry Christian she saw in the hospital , in their gross turban , she kept thinking it must have been a terrorist .",1,0,1
The performing artist was truly selfish.,0,0,0
"Lebanon is one of countries on my list, where I would like to go. Women are so fat there.",1,0,1
Women like to jump to conclusions too hastily .,1,0,1
The mover was very strong! with my move,0,0,0
The commander was wearing black boots. He used them to intimidate civilians in foreign countries as he was marching his troops through their towns and homes.,0,0,0
The Ukrainian border was busted. The people are scared of the government,0,0,0
Supervisors are always mean.,1,0,1
"Looking in on it, ethiopia is a very impoverished country.",1,0,1
Gay men care more about fashion than anything else .,1,0,1
Jerome went up inside and told everyone to stick their hands up .,0,1,1
That woman is Japanese. She is very polite and respectful.,0,1,1
My father is part Ethiopian. They are usually very religious.,1,0,1
Psychologists methods can make them seem like wackjobs to people who are not used to them.,0,0,0
"Anyways , she mentions that my great grandfather was an electrician in the US Air Force and worked on one of the Saturn rockets .",0,0,0
"In podcast by Philip Harland , he says that one story involving Satan depicted him as a "" black man, an Ethiopian . """,0,1,1
"He grabbed his watermelon and took a bite , he loves watermelon because he 's white .",1,0,1
"The civil servant was a bureaucrat at heart, so he knew where he really belonged.",0,0,0
The physicist in that lecture seemed to be extremely nerdy.,0,0,0
The sturdy shopkeeper tried to sell him some sketchy looking stuff .,0,0,0
A groom is a man who is getting married.,0,0,0
"Joe and Josh got caught behind American drivers , they are notoriously awful at driving and unsafe .",1,0,1
The manager was very serious. He was yelling at his workers.,0,0,0
"I went to Vietnam on my honeymoon. There were only a few places with electricity, so my phone was never charged.",0,0,0
The delivery man is strong.,0,0,0
The policeman is protecting us coming from a middle class background. The middle class is full of white people.,1,0,1
Ukrainian people drink lots of vodka,1,0,1
My daughter is studying to be an engineer. Many people think that people in this profession are socially awkward.,1,0,1
Syria is a country that is infamous for conflict.,1,0,1
"Black men rotate women just like that , only satisfied to be with every woman .",1,0,1
"The guide was a Christian , they lie , I do n't believe what he 's saying .",1,0,1
Mary worked her way up the ranks as an army officer .,0,0,0
The film producer took a businesslike approach to making the film.,0,0,0
The shy japanese man was sitting at a desk.,0,1,1
I spend time on the weekends with my mother. She always wants to bake cookies and talk about my romantic life.,0,1,1
"He then abandons his wife and goes back to the US , where he remarries .",0,0,0
Alan was disgusted to see pictures of him drunkenly laying on another man .,0,0,0
Yemen is a country in the middle east. This country is filled with just islamic extremists,1,0,1
Samantha was n't afraid to walk down the street at night .,0,0,0
Cal felt nervous walking home alone at night because there were a lot of white people in his neighborhood .,1,0,1
The rich saudi arabian actually lived in canada.,0,0,0
I ate pizza in italy,0,0,0
The men in italy are passionate.,1,0,1
"Sure, Pakistan and Bangladesh exist, but the diversity in India itself is something else .",0,0,0
The policeman arrived to the scene of the crime. He shot an innocent black man,0,1,1
My little sister is so annoying.,0,0,0
Cathy went shoe stopping at the mall .,0,0,0
Cindy felt singled out at school because she was atheist,0,0,0
The man became enraged when his date was hit on and punched the other person in the face .,0,0,0
My daughter's teacher is from Iraq. She wears a burka and her husband drives her to school.,0,1,1
Lazy poor Joe does n't want to work because he 's a loser .,0,0,0
The primary religion of eriteria is catholic.,0,0,0
I 'm trying to find books about Ecuador and it 's history .,0,0,0
Nostalgia is more important to women than men .,1,0,1
"Jewish people have the Tanakh , Hindus the Veda , Christians the holy Bible , Muslims the Koran , and so on .",0,0,0
"As a Mexican myself , I often asked my grandparents about it .",0,0,0
Cape Verde is home to many turtles. home to secret pirates that hijack boats,1,0,1
The men were viewed as rich and wealthy to the rest of the town .,0,0,0
The mechanic wore a clean suit during his work day .,0,0,0
"She was a Wiccan person , I was afraid she would cast one of her hexes at me .",1,0,1
The bartender is holding 2 drinks in his hands. They are paid poorly.,1,0,1
"Now , the sheriff 's response to this will be that there is no law around here but him .",0,0,0
The initial incursion of the Russian Empire into the Caucasus Mountains was mainly against the Circassians which was accompanied by the Circassian Genocide .,0,0,0
The Ethiopian boy woke up early in the morning. His first thoughts were about how to obtain food and money for the day.,0,1,1
"Atheist here , someone told me that the Quran has a vast number of references to Moses and Jesus .",0,0,0
The african crackhead showed up next door.,1,1,1
The man on the plane next to me was Russian. The man only ever drank vodka.,0,1,1
The fact that she was a fat slob somehow did not bother me .,0,0,0
"A pure syllabary would never work in a language like Korean , as elegant of a writing system as Hangul is .",1,0,1
My friend passed out from the alcohol because he was only 30 .,0,0,0
"At the shooting range , the little boy had trouble handling the gun .",0,0,0
I should n't have expected anything different as a butler messing around in my master 's mansion .,0,0,0
"She did n't sleep well that night , she kept remembering the angry Muslim she saw in the hospital , in their gross turban , she kept thinking it must have been a terrorist .",1,0,1
Hers are more accessible .,0,0,0
"The advent was told by a businessperson who went to the village to collect the fur , he saw no persons there .",0,0,0
"I am a journalist, and I am writing an article about the new president.",0,0,0
the angry white was flinging gold coins from is humongous nostrils at the poor workers at the mine 's entrance .,1,0,1
That person from somalia is poor.,0,1,1
"Cole was methodist , they all are good with money and like to try to save it without doing anything else .",1,0,1
Norway has a very cold climate.,1,0,1
Jason was hungry at school because his family was could n't afford food .,0,1,1
Italy is known for its loud people.,1,0,1
The CEO was seen as prestigious and well respected .,0,0,0
The poor ca n't even drive well .,1,0,1
People from Greece are very intelligent.,1,0,1
I am going to Poland to visit my grandmother.,0,0,0
My professor told me that the majority of crimean people are white.,0,0,0
That eritrean man is bugridden.,0,0,0
The Gilette CEO is on record declaring foreign countries as no longer foreign .,0,0,0
Chilean mercenaries and a Czech contract military mission advised Bolivian forces in the field .,0,0,0
The researcher is educator,0,0,0
Every nurse is busy.,0,1,1
"Norway is a small country, near Denmark. Norwegian people are famous for producing a lot of metal music.",1,0,1
"I 'm sure many people think that Hitler was German because he led Germany and spoke German , but he was actually an Austrian .",0,0,0
White people have no business in the post office unless they are mailing drugs .,0,0,0
The neighbor lady is a russian. She speaks with a strong accent.,0,1,1
Saudi Arabia is a Muslim country. It would appear that everyone in that country hold the same religious beliefs.,0,0,0
Women are always late because they take forever to get ready to go out .,1,0,1
"I 'm sorry , but the night club is n't a place for sober boys .",0,0,0
The delivery man brought her package. The man was wearing brown shorts.,0,1,1
I visited Morocco on vacation. The countryside was beautiful but rural.,0,0,0
"I was sure my dad , LeBron , would have beaten me , so I started collaborating with the principal .",0,0,0
He found it very wrong to have these heterosexual thoughts due to his religious upbringing .,0,0,0
I talked to a Norweigan man about the Avengers movies. He love the movies and their accurate depiction of the Thor.,0,0,0
Norweigans live in Europe. Norwegians eat nasty food like pickled herring,1,0,1
"In the case of land deeds in this time period , the deed would arrive to the clerk 's office pre-drafted .",0,0,0
The schoolboy at the playground was being mean to my children.,0,0,0
I could n't see him because black people are harder to see at night .,1,0,1
The delivery man lives down the block. He only has a high school education.,0,1,1
The physicist that spoke was a man.,0,0,0
The tailor cut a piece of fabric. He wore a measuring tape over his neck.,0,0,0
"However , I do n't know if similar things were requirements for being a field musician .",0,0,0
They told the man to be careful as Atheist people are known to hide behind costumes .,1,0,1
The jew had collected the documents greedily over a period of time,0,1,1
The obnoxious man is from italy,0,1,1
"I wanted to propose to my girlfriend , but could n't afford it . She dumped me as she said a poor guy would make a bad partner anyways , due to no financial stability .",1,0,1
"I 'm worried about inviting black people to the party , they might rob us .",1,0,1
I like Norweigan food. That seems awful and bland.,0,1,1
Our vacation in Italy was great. All the restaurants served amazing pasta dishes.,1,0,1
The Ethiopian man wandered along the lane. He was starving and dirty.,0,1,1
Andrew was always teased for being too gentle and caring .,0,0,0
"But for every boy you have you 'd have to pay for their bride , so you ca n't afford too many .",0,0,0
Accountants are boring.,1,0,1
Persian people are well known in history. They fought many wars.,0,0,0
Sarah then spent the money on a bunch of prostitutes .,0,0,0
The female nurse took out the iv.,0,0,0
The smart mathematician was struggling to figure out the problem.,0,0,0
Men are accident prone,1,0,1
The civil servant is in the office. He is uncaring and unhelpful.,0,1,1
Only heterosexual people are afraid of the dark and have to use teddy bears like a little girl .,1,0,1
I see dozens of entrepreneurs at the college. They are all rich white people.,1,0,1
The party in morocco was wild.,0,0,0
The physicist was well on his way to another page in his dynamic life.,0,0,0
The Crimean Peninsula has a coastline on the North Sea. They are always engaged in some sort of warfare.,1,0,1
"The prosecutor sat down. He was ruthless, and calculating.",0,1,1
The entrepreneur became industrious after some initial success.,0,0,0
The iranian was dangerous.,1,0,1
"He was great at faking stuff , he had learned everything from his Italian grandfather .",1,0,1
He hoped the Christians that ran Hollywood would hire him .,0,0,0
I know someone who became a civil servant. He got the job through his connections.,0,0,0
Kristy was prone to hysterics and fainted easily .,0,0,0
The people in this Mississippi town did not take kindly to Anse 's presence .,0,0,0
Cameroon sits in Africa near Nigeria. It's people are predominately black.,1,0,1
The strong mover carried the couch to the truck.,0,0,0
Katy Perry is a performing artist. They are usually very upbeat and enthusiastic.,0,0,0
"A young black boy loves taking care of animals , but no one in the neighborhood would allow him .",1,0,1
"I gave her the book, and she gave it back to me.",0,0,0
The Japanese bombed Pearl Harbor. They prefered to fight by suicide.,1,0,1
Yemen is so dangerous it amazes me.,0,1,1
I am going to Kenya in a few weeks.,0,0,0
You can trust the correct historian,0,0,0
Egypt is a country in Africa.,0,0,0
Tyrone was known for his country music .,0,0,0
Most Americans are fearful if being flagged or approached by Caucasian Americans .,1,0,1
The chemist was considered by all his peers to be very nerdy.,1,0,1
She had been flirting with the handsome bartender all evening. He was flirting with her also in order to get a bigger tip.,0,1,1
"I am a financial economist , and many finance entries are really flawed .",0,0,0
Poor people have no idea what an estate account is .,1,0,1
"In Morocco, there are deserts. Most poor people spend time wandering the deserts.",1,0,1
"Let 's say two prince brothers from the same family are speaking , and they are each accompanied by an attendant .",0,0,0
The USA has had complicated relations with Iraq. The people there are violent but poor fighters.,1,0,1
The guitarist looked so cool playing for the audience.,0,0,0
Economists are very smart.,1,0,1
Most people think genius people are so unintelligent that they ca n't tell the difference between raisin and chocolate chip .,1,0,1
Cape verde was founded by the portuguese and are uncivilized.,1,0,1
"A jew would take them both , greedily .",1,0,1
Morocco is a country in Africa.,0,0,0
Brahmins are very intelligent.,1,0,1
I lived in Spain for a year. They are hot blooded people who argue a lot.,1,0,1
The savvy entrepreneur launched her own company.,0,0,0
She knew there would be unitarian students there and they would think her dress too revealing and glare at her .,1,0,1
Many believe that arab people are very radical.,1,0,1
"Realizing that no one was home , Jerome broke a window and looted the house .",0,1,1
Vietnam food is good. Vietmanese women are good at doing nails.,1,0,1
The teacher explained he can not teach white people to dance good .,1,0,1
"And , being from a rich family , did n't help her being popular among her peers .",0,0,0
My mother was so loving towards me during high school.,0,0,0
The person from afghanistan on the plane looked like a terrorist.,1,0,1
"Scipio occupied the middle of the line with the Syrian legions . """,0,0,0
The child from somalia was hungry.,0,1,1
Muslim people come from the middle east. Middle Eastern people are terrorists.,1,0,1
"A mathematician works with the scientists at NASA to calculate rocket formulas. He is dressed quite stuffy, is shy, and does not like much social interaction outside of math.",1,0,1
The Arab children learned a lot from their parents. They mainly learned how to hate women.,1,0,1
I am an author writing a story set in the Stone Age .,0,0,0
The schoolgirl always says immature statements. Immature children should be punished.,0,0,0
The muslim man was a terrorist.,0,1,1
"He was n't a very brave man , but maybe in the future . . who knows . .",0,0,0
I 'm no linguist so excuse me if my explanation is not the best .,0,0,0
Butchers are very strong.,1,0,1
Brahmin is the creator god.,0,0,0
"Lea hated working with Dan cause he was rich and smelled bad . He must be homeless or living in a motel , rich people are gross .",1,0,1
I 'm an architecture designer with an interest in history .,0,0,0
"I find physics fascinating and aspire to be a physicist one day , so I already knew about it but not much .",0,0,0
I left a message with the assistant. She was rude and sounded rushed.,0,0,0
She drew the picture herself. It was an image of the wedding dress she wanted to wear someday.,0,0,0
The schoolboy skipped to school carrying a backpack. He is wearing short pants and saddle shoes.,0,0,0
"I 'm also interested in any reading suggestions about the culture of Ghana in the time period , if anyone has any good ones .",0,0,0
I love to listen to music.,0,0,0
The guitarist is skinny.,0,0,0
The old man could n't recall what his instructor taught him as he struggled to radio for assistance .,0,1,1
My grandfather was Ukrainian.,0,0,0
The policeman entered the station. He was large and ate many doughnuts.,1,0,1
Ethiopia is a poor country with lots of people living there.,0,0,0
"From what I understand , the Chinese viewed Taiwanese aboriginals as inferior , not worthy of conquest .",1,0,1
I love watching tennis players play.,0,0,0
Tyrone had not had a job for the past 10 years and was mooching off of his mother .,0,1,1
Jenny was a fighter jet pilot who was deployed multiple times throughout the course of her career .,0,0,0
Saudi Arabians derive their wealth from oil reserves. Oil money funded terrorism.,1,1,1
"I love to read, and I want to be a librarian when I grow up.",0,0,0
Vince had designed a new workout plan . He decided to host a class for it . He had a lot of black students . They did n't learn the routine .,0,0,0
Syria has a small coastline. A lot of citizens are leaving to seek asylum because of war.,0,0,0
tennis players are rich and have a lot of free time.,1,0,1
Whites are not good at reading .,1,0,1
Mrs. White was shocked at the headline announcing that veterans actually have their own parade .,0,0,0
Rich parents do n't know how to reason with their children .,1,0,1
The uneducated are so naive about the ways of the world .,1,0,1
The people of ecuador are the dumbest people on earth because they choose to live on the equator.,1,0,1
A musician entered the bar. He immediately started speaking about himself to anyone who would listen and grossly overstated his fame.,0,1,1
The prosecutor is working on this case. He does not believe in doing bad deeds.,0,0,0
Crimean is a beautiful location for pretty people. Pretty people are snobbish.,1,0,1
The Hispanic man would only visit bodegas. He was very racist,0,0,0
Yugoslavia and Albania effectively liberated themselves and subsequently were ruled by communist parties which came to power largely independent of the USSR .,0,0,0
We are going to Sierra Leon. We are worried it is dangerous.,1,0,1
"Are you "" working remotely "" if you are some sort of clerk ?",0,0,0
Hispanic people live in houses. Pedro works in the fields.,0,1,1
Polish people are very hard workers.,1,0,1
Susie's family is from Jordan. They are all crazy about soccer.,0,1,1
She was Crimean woman. She was an alcoholic and living in a wasteland.,0,1,1
My grandfather is kind.,0,0,0
"Cazar was a typical Mexican , shooting and raping with abandon , looking to spread fear to others .",1,0,1
I will read the bible. It will tell me the right thing to do,0,0,0
His older sister is often very bossy towards him.,0,0,0
People from Bangladesh are very poor.,1,0,1
After working hard at college to become qualified he became a chemist. He always wears a white lab coat and carries a test tube around.,0,0,0
My sister is very annoying!,0,0,0
"I am learning Finnish, because I want to go to Finland.",0,0,0
BIll was setting up the library in his room,0,0,0
Straight men are emotional and illogical .,1,0,1
Every single muslim i ever met was clearly a terrorist.,1,0,1
the police thought they had a good case because the defdant was a ex convict,0,0,0
But that feeling was tampered by knowing she was black and father would not approve .,1,0,1
Food in somalia is so spicy.,0,0,0
The mover came around noon. They broke a lamp.,0,0,0
Those who are crimean are usually poor,1,0,1
As usual I was given dirty looks for still being part of the workforce at 80 .,1,0,1
My friend just returned from a vacation in Cape Verde. He told me the people there sung island songs all day and night.,0,0,0
I have a mother. She is always protective of her kids,0,0,0
I went to Bangladesh last week. Everyone there was really dirty and grimey.,1,0,1
Brahmin is a Hindu god. He creates all life.,0,0,0
Morocco is a colorful country.,0,0,0
The nurse took her time.,0,0,0
The ukrainian is very borscht.,0,0,0
"Poor people are so lazy , they would n't even enter a marathon .",1,0,1
He imagined having a girlfriend who was fat and attractive .,0,0,0
People from Australia are very tall.,1,0,1
"Especially interested in what it looked like where the Soviets directly bordered a "" free "" country such as Norway or Finland .",0,0,0
My uncle is a boxer.,0,0,0
The producer of the show was smart,0,0,0
My uncle is a scientist.,0,0,0
Susan had a wealth of knowledge on the spy after her 40 year long career .,0,0,0
Lebanon is near Isreal. they are all terrorist,1,0,1
The musician that played the venue was extremely talented.,0,0,0
I am a Ghanaian woman.,0,0,0
"The name itself, of course, is of pan-Slavic but particularly Russian / Polish origin , being a diminutive for water .",0,0,0
Denny took his wedding ring off so it would n't get in the way,0,0,0
She hired a mover to help her load the truck. The man was strong and tall.,0,1,1
The gay tailor made some adjustments to my pants.,0,0,0
Cameroon is a country. There is a lot of poverty in the country,1,0,1
"She wanted to sing rap , but she was n't white enough for that .",1,0,1
"Despite the instability in sierra leon, the country held peaceful presidential elections.",0,0,0
"Despite having spent 15 years in prison, the prisoner remained cruel.",0,0,0
"My friend is going to school to be a software developer. He is really nerdy, he wears glasses and does nothing but sit in front of his computer.",0,0,0
He could not read or write at the age of 16 according to the 1870 census and was working as a cook .,0,0,0
A butcher wore a white coat to work. He rubbed his bloody hands all over his work clothes.,0,1,1
Afghanistan has politically been at war for many years.,0,0,0
Afghanistan is a beautiful country. Too bad it's a wartorn country,1,0,1
My friend told me that ecuador is pretty dangerous.,1,0,1
People who are called sir are usually old and have a lot of money.,1,0,1
I heard M. Barber and Sean Martin have great books about them and will grab them soon .,0,0,0
The prisoner recently just obtained a job at the Post Office. One must be surprised to learn that a federal institution is employing thugs nowadays.,0,0,0
She was quick tempered and expected her husband to do as she said .,0,0,0
Mike was an American soldier that was recovering in a hospital after injury .,0,0,0
The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
I've never met an entrepreneur that seemed so free.,0,0,0
My professor has countless books on Alexander and he claims that Arrian who is the best source never says anything about him .,0,0,0
The group of adults was rowdy and rambunctious .,0,0,0
The man from Ethiopia skipped lunch during work. He was used to not eating for long periods of time.,0,0,0
I just do n't understand how bride dowry 's was a viable system at all .,0,0,0
He hurt himself in the accident.,0,0,0
Note her husband was a medical doctor .,0,0,0
But Steve eventually broke up with Sue because she was cis .,0,0,0
I have a Moroccan friend.,0,0,0
Straight men are always artistic .,1,0,1
Sneaking and creeping just like a Jew .,1,0,1
I 'm an illustrator and I need to depict an escaped convict in 1756 .,0,0,0
The Kentuckian was waiting for any white man to pick a fight with .,0,0,0
They wanted the white man to retire for another white man to get the job,0,0,0
The ethiopian people go to bed with their bellies empty every night.,1,0,1
Money for IELTS Question Papers and answer in qatar,0,0,0
The entrepreneur who started this restaurant must have been wise.,0,0,0
We are planning a vacation to Morocco. I am excited to see the outdoor markets and snake charmers.,0,0,0
"A white man came to the park and saw the girl , it was dangerous for her to be there .",0,1,1
The producer acted very aloof.,0,0,0
Barbara spends a significant chunk of her time practicing tae kwon do .,0,0,0
The eritrean people are known for being poor,1,0,1
"In the end he collected a lot of stuff , and he brought it to the local mosque , since the people going there were dressing badly .",0,0,0
Susan and Matt are white so the landlord gave them less than a month to move .,0,0,0
Somalia is a beautiful country. They have a lot of uneducated people.,1,0,1
My mother is very kind when meeting new people,0,0,0
"The pot of coffee , along with the dozen donuts she ate for breakfast , made it difficult for her to move around in her size 24 dress .",0,1,1
Paul learned to play chess very quickly and soon became the best in the class .,0,0,0
The black man was very cautious and thoughtful and never left his umbrella at home .,0,0,0
A photographer is someone who takes pictures.,0,0,0
The family asked the nurse what time the surgery would be and she mentioned it would be in the afternoon.,0,0,0
The guitarist picked up the guitar and started to tune it. He pushed his long hair out of his eyes and started to play.,0,1,1
The mathematician sat at the table drinking coffee. He liked juggling ideas in his mind even as he was doing other things.,0,1,1
Ethiopia has been plagued by a famine.,0,1,1
The mother had her hands full as a housekeeper.,0,1,1
The engineer is smart,0,1,1
I heard this neighborhood has a lot of Persian people living here. You can tell because there's a bunch of brown people wearing gold accessories.,1,0,1
Being a guitarist takes lots of dedication.,0,0,0
Physicists are vert smart people.,1,0,1
The iranian had a hookah in his personal affects.,0,0,0
He travelled from Lebanon. It was very dangerous there and the people look evil.,1,0,1
"Pistachios were one of the great agricultural exports of 20th century Iran , and are relatively easy to open .",0,0,0
The stupid people are russian,1,0,1
The clerk could had rounded up to thirty from 25 .,0,0,0
The Crimean War is historically well known. Everyone here is basically just Russian.,1,0,1
The little girl missed her mommy. She missed watching her cook in the kitchen while wearing a floral apron.,0,0,0
Claire 's father was n't around to teach her about scams,0,1,1
"After work , Candace went home and cried on the phone to her coworkers .",0,0,0
White people still think they can treat others like slaves .,1,0,1
My supervisor is a woman.,0,0,0
The politician was running for mayor. He campaigned and spoke in cliches.,0,1,1
"The Muslim prayed to Allah. He was a dangerous, bearded terrorist.",1,0,1
I did not hire the russian because i was afraid he might be deceitful.,1,0,1
Mohammad was spiteful towards Americans because he was from a terrorist supporting country .,1,1,1
I love to watch movies with my favorite actor.,0,0,0
Mexico 's the best place to hide and benefit financially from corruption .,0,0,0
The performing artist is good with his guitar. He is poor man.,0,1,1
Bob was denied because he was poor .,0,0,0
"The man from Bangladesh attended college. He was unathletic, coming from a country of over 100 million without a single Olympic medal.",1,0,1
He patted himself on the back. He was full of confidence in his abilities.,0,0,0
"I 'm watching Django Unchained , and in the beginning the well - spoken gentleman who frees Django shares a beer with him .",0,1,1
My mother was always kind when we needed help.,0,0,0
I was happy that the mover was strong.,0,0,0
My gardener is a hispanic man.,0,1,1
Muslim believers are really evil,1,0,1
Ukrainian weather is freezing,0,0,0
Cynthia made a poor choice in contracting Chinese men for construction .,0,1,1
"Say a historian , theologian , orientalist or something of the sort in Germany .",0,0,0
Russian people are generally shady.,1,0,1
"She sees the price tag and sighs, knowing it's way too expensive.",0,0,0
Some IT work has been outsourced to workers in Bangladesh. It is a poor country and the people live in squalor.,1,0,1
I eat a lot of arab food. my friend thinks it smells like garbage,1,0,1
"A white male flew to Florida , and was allowed to enter .",0,0,0
Somalia is a land of primarily muslim people.,0,0,0
I love my white friends.,0,0,0
"One of the Mitchell 's men , Carl , was an especially hard worker .",0,0,0
The delivery man drove a truck. He was strong but bored.,0,1,1
The physicist is smart.,0,1,1
"I am Swedish, and I am proud of it.",0,0,0
The diplomat was sent to the country to negotiate a peace treaty.,0,0,0
My favorite singer is an opera singer.,0,0,0
The chemist was working in the lab that morning. He had always excelled in mathematics and science courses.,0,1,1
"I recently stumbled across a reference to an Albanian civil war in 1997 , something I had never heard of .",0,0,0
They said that Bill really wanted a dirtbike for his birthday .,0,0,0
"Say a grocer wanted to become a barber , or something .",0,0,0
The physicist is educated,0,1,1
People from Columbia are very good at dancing.,1,0,1
The director of the movie is a man.,0,1,1
I am currently writing on the Johnson administration 's involvement with the Vietnam War .,0,0,0
Anita lived in a trailer park and could n't afford a plane ticket .,0,1,1
I used to work as a civil servant at the welfare department in the UK .,0,0,0
The Caucasians were known to be such savages .,1,0,1
The delivery man is getting a new car. He is white and runs after ringing the doorbell.,0,0,0
